id,y
0,70.0771713256836
1,68.70928192138672
2,73.91068267822266
3,72.51924896240234
4,72.26907348632812
5,83.18975067138672
6,79.93206787109375
7,71.90056610107422
8,76.60736083984375
9,71.957275390625
10,65.57164764404297
11,81.27165222167969
12,74.94178009033203
13,77.54446411132812
14,66.28527069091797
15,87.19186401367188
16,70.38705444335938
17,72.4200210571289
18,65.08100128173828
19,75.3699951171875
20,70.43981170654297
21,74.82734680175781
22,79.57398986816406
23,71.96046447753906
24,70.86071014404297
25,69.35553741455078
26,65.15735626220703
27,60.957149505615234
28,67.73896026611328
29,77.31271362304688
30,64.69268798828125
31,75.33867645263672
32,56.97044372558594
33,68.21294403076172
34,55.568153381347656
35,63.9159049987793
36,79.48185729980469
37,74.63400268554688
38,74.4887924194336
39,69.91183471679688
40,73.36810302734375
41,78.04107666015625
42,72.15765380859375
43,78.12163543701172
44,76.4729232788086
45,73.87389373779297
46,72.32450866699219
47,77.35961151123047
48,82.89505004882812
49,68.79448699951172
50,73.30096435546875
51,66.93352508544922
52,70.59449005126953
53,82.11436462402344
54,80.07707977294922
55,74.88068389892578
56,59.708778381347656
57,66.0745620727539
58,71.78211975097656
59,69.73499298095703
60,65.3398208618164
61,79.54656982421875
62,72.44396209716797
63,61.97749710083008
64,75.22554016113281
65,64.13931274414062
66,71.28449249267578
67,77.41295623779297
68,68.54316711425781
69,77.25553894042969
70,67.70278930664062
71,74.03119659423828
72,69.59095001220703
73,66.73847961425781
74,63.01188278198242
75,71.80897521972656
76,79.51106262207031
77,66.66844177246094
78,76.40325927734375
79,88.07386779785156
80,75.287841796875
81,74.89337921142578
82,72.59709167480469
83,64.19841003417969
84,69.0372543334961
85,71.38459777832031
86,67.98590087890625
87,73.93871307373047
88,68.57035827636719
89,83.9297866821289
90,66.39419555664062
91,72.98957061767578
92,79.34883117675781
93,72.87088012695312
94,62.69118881225586
95,65.2884292602539
96,67.44921875
97,67.55048370361328
98,71.77323913574219
99,71.46862030029297
100,72.76810455322266
101,73.1516342163086
102,76.0364761352539
103,85.23583984375
104,78.48175811767578
105,72.14542388916016
106,70.53841400146484
107,69.48535919189453
108,72.38626861572266
109,68.21818542480469
110,77.68146514892578
111,74.58802795410156
112,77.42544555664062
113,73.36495971679688
114,63.89443588256836
115,78.66069030761719
116,70.93072509765625
117,80.90402221679688
118,72.98558044433594
119,72.5719985961914
120,77.29988098144531
121,76.78759765625
122,65.87894439697266
123,71.17718505859375
124,68.09501647949219
125,74.60517883300781
126,65.88619232177734
127,75.50817108154297
128,69.03148651123047
129,70.74090576171875
130,66.59379577636719
131,76.92255401611328
132,72.74287414550781
133,67.65116119384766
134,79.373291015625
135,61.48090744018555
136,74.83503723144531
137,66.1712417602539
138,59.77983474731445
139,73.38644409179688
140,69.31256866455078
141,68.73079681396484
142,79.93962097167969
143,78.53271484375
144,70.98883819580078
145,65.35823059082031
146,72.76981353759766
147,76.13768005371094
148,70.1565933227539
149,80.58573913574219
150,68.3453140258789
151,79.20267486572266
152,72.10316467285156
153,78.66006469726562
154,80.48319244384766
155,56.069210052490234
156,69.08423614501953
157,65.69309997558594
158,69.61651611328125
159,79.90592956542969
160,79.72935485839844
161,66.06010437011719
162,73.07255554199219
163,71.75556182861328
164,69.39381408691406
165,73.0052490234375
166,66.69336700439453
167,77.99330139160156
168,75.0777587890625
169,79.16073608398438
170,74.36119842529297
171,77.52174377441406
172,60.55870819091797
173,75.16791534423828
174,84.54401397705078
175,68.0746841430664
176,78.41120147705078
177,74.18679809570312
178,74.63172912597656
179,66.26176452636719
180,69.38541412353516
181,66.49584197998047
182,71.60983276367188
183,66.1678237915039
184,67.89376831054688
185,66.02421569824219
186,67.32547760009766
187,58.35325241088867
188,69.5033187866211
189,63.094078063964844
190,67.67504119873047
191,67.10855865478516
192,76.4266128540039
193,70.72411346435547
194,60.260841369628906
195,76.77277374267578
196,68.87478637695312
197,75.44384002685547
198,73.19844055175781
199,64.654296875
200,63.59482955932617
201,70.75418090820312
202,75.8666763305664
203,82.72604370117188
204,78.69914245605469
205,73.18158721923828
206,65.8440170288086
207,73.50686645507812
208,65.01945495605469
209,59.461124420166016
210,67.2485122680664
211,71.26609802246094
212,72.7170639038086
213,77.0125961303711
214,69.55377197265625
215,71.36637115478516
216,75.38211059570312
